name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
BIB - Breakfast in the Box,Yes,No,3.8,84,Bannerghatta Road,Delivery,"Chicken Burger, English Breakfast, Corn Sandwich, French Fries, Bacon Fry, Beef Burger, Omelette","American, Sandwich",600,Delivery
Angel Restaurant,Yes,No,2.8,165,Bannerghatta Road,Quick Bites,NA,"Kerala, South Indian, North Indian",450,Delivery
Wow Momo,Yes,No,3.3,12,JP Nagar,Quick Bites,NA,"Tibetan, Momos",300,Delivery
Pizza Da Dhaba,Yes,No,2.9,57,Bannerghatta Road,Quick Bites,NA,"Fast Food, Pizza",400,Delivery
Kalpavruksha,Yes,No,3.9,99,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian",300,Delivery
Juice Land,Yes,No,3.9,141,Bannerghatta Road,Beverage Shop,NA,"Juices, Beverages",300,Delivery
Tandoor And Spice,Yes,No,4.0,181,JP Nagar,Casual Dining,"Egg Biryani, Tandoori Chicken, Chicken Biryani, Paneer Tikka, Mutton Biryani, Noodles, Dal Tadka","North Indian, Chinese, Biryani, Hyderabadi",550,Delivery
Kitchen24,Yes,No,0,0,BTM,Takeaway,NA,"Italian, Continental, Chinese, Thai, American, Arabian",300,Delivery
Rock Stone Ice Cream Factory,Yes,No,4.0,128,BTM,Dessert Parlor,"Icecream Cake, Brownie, Waffles, Chocolate Icecreams, Thick Shakes",Ice Cream,230,Delivery
Paratha Plaza,Yes,No,3.8,171,JP Nagar,Quick Bites,"Aloo Paratha, Manchurian",North Indian,250,Delivery
Krishna Vijayashree,Yes,No,3.5,13,Bannerghatta Road,Casual Dining,NA,"Biryani, North Indian, Chinese",700,Delivery
Soup Station,Yes,No,3.6,9,Bannerghatta Road,Quick Bites,NA,Continental,250,Delivery
Tasty Point,Yes,No,3.3,9,Bannerghatta Road,Delivery,NA,"Burger, Sandwich, Finger Food",300,Delivery
Natural Mumbai Kulfi,Yes,No,3.5,8,BTM,Dessert Parlor,NA,Ice Cream,130,Delivery
Namma Kudla,Yes,No,3.9,200,JP Nagar,Quick Bites,"Sea Food, Neer Dosa, Fish, Crab Sukha, Biryani, Chicken Thali, Chicken Meal","Mangalorean, North Indian, Chinese, Seafood",400,Delivery
Triveni,Yes,No,3.6,33,Bannerghatta Road,Casual Dining,NA,"Andhra, North Indian, Chinese",600,Delivery
Wangs Kitchen,Yes,No,3.0,114,Bannerghatta Road,Casual Dining,"Noodles, Momos",Chinese,"1,000",Delivery
RK Fresh Food,Yes,No,3.5,12,BTM,Quick Bites,NA,Fast Food,300,Delivery
Alif Restaurant,Yes,No,3.6,26,JP Nagar,Casual Dining,NA,"North Indian, Chinese",600,Delivery
Dine One One Restaurant,Yes,No,3.6,15,Bannerghatta Road,Casual Dining,NA,"South Indian, Continental, North Indian",500,Delivery
Pallavas Veg Cuisine,Yes,No,3.6,46,Bannerghatta Road,Casual Dining,NA,"North Indian, South Indian, Chinese",600,Delivery
The Food Cottage,Yes,No,3.7,48,BTM,Quick Bites,NA,"Hyderabadi, North Indian",350,Delivery
Brundhavana Pure Veg,Yes,No,3.7,98,JP Nagar,Casual Dining,NA,"South Indian, North Indian, Chinese, Beverages",500,Delivery
Spice Up,Yes,No,3.8,146,JP Nagar,Casual Dining,"Chicken Lollipop, Vegetable Biryani, Noodles, Chicken Noodle, Clear Soup, Hot Pot, Coriander Chicken",Chinese,600,NA
Suryawanshi,Yes,No,3.7,16,Bannerghatta Road,Casual Dining,NA,"Maharashtrian, Seafood",700,Delivery
Perch,Yes,No,0,0,BTM,Quick Bites,NA,Italian,350,Delivery
Tempteys,Yes,No,4.2,248,BTM,"Dessert Parlor, Beverage Shop","Thick Shakes, Oreo Milkshake, Gelato, Oreo Shake, Choco Brownie, Caramel Coffee, Choco Shake",Beverages,500,Delivery
DeliBoin,Yes,No,3.7,67,BTM,Delivery,NA,South Indian,150,Delivery
FRYBIES,Yes,No,3.3,15,Bannerghatta Road,Quick Bites,NA,Fast Food,350,Delivery
Crumb Together,Yes,Yes,4.1,583,JP Nagar,"Casual Dining, Bar","Stuffed Chicken, Malai Broccoli, Cocktails, Salad, Mocktails, Tomato Soup, Biryani","Continental, Finger Food, North Indian, Chinese","1,200",NA
The Foodyz,Yes,No,3.7,42,JP Nagar,Quick Bites,"Poha, Tea, Paratha","North Indian, Chinese",500,Delivery
Bean D'er Cafe,Yes,No,3.5,8,JP Nagar,Quick Bites,NA,"Tamil, Fast Food",250,Delivery
Chaat Chatore,Yes,No,3.1,19,Bannerghatta Road,Quick Bites,NA,Fast Food,300,Delivery
Black Mug Cafe,Yes,No,3.7,171,Bannerghatta Road,Cafe,Coffee,Cafe,300,Delivery
Taste Of Kolkata,Yes,No,3.1,59,BTM,Quick Bites,NA,"Bengali, Chinese, Rolls",400,Delivery
Y Not Restaurant,Yes,No,3.1,4,JP Nagar,"Takeaway, Delivery",NA,Fast Food,300,Delivery
24/7 Food Service,Yes,No,3.0,7,JP Nagar,"Takeaway, Delivery",NA,"South Indian, North Indian, Fast Food",300,Delivery
Meat And Eat,Yes,No,3.7,79,JP Nagar,Quick Bites,"Burgers, Chicken Wings","Fast Food, Burger",500,Delivery
China Town 07,Yes,No,0,0,BTM,Quick Bites,NA,"Chinese, Momos",300,Delivery
Modern Restaurant,Yes,No,3.0,17,BTM,Casual Dining,NA,"North Indian, Chinese",450,Delivery
Vinaya Coffee Moments,Yes,No,3.7,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,Delivery
Burrito Boys,Yes,No,3.0,6,Bannerghatta Road,"Food Court, Quick Bites",NA,"Mexican, Tex-Mex",400,Delivery
Trippy Paradise,Yes,No,2.6,59,BTM,Cafe,NA,Cafe,900,Delivery
Biryani Magic,Yes,No,3.5,31,BTM,Quick Bites,NA,"North Indian, Biryani",300,Delivery
Nagarjuna,No,No,4.2,1278,Bannerghatta Road,Casual Dining,"Andhra Meal, Mutton Biryani, Pepper Chicken, Veg Thali, Chicken Guntur, Raita, Chicken Kebab","Andhra, Biryani",800,NA
Laddoos,Yes,No,3.4,276,BTM,"Quick Bites, Dessert Parlor","Chaat, Panipuri, Lassi, Gol Gappe, Paratha, Pav Bhaji, Samosa","North Indian, Street Food, Mithai",250,Delivery
Smoke Oil Salt,Yes,No,0,0,BTM,Quick Bites,NA,Arabian,850,Delivery
Momo King,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Momos, Fast Food",200,Delivery
New Prashanth Hotel,Yes,No,3.1,64,JP Nagar,Casual Dining,"Mutton Biryani, Chicken Biryani","South Indian, Biryani, Chinese, North Indian",750,Delivery
Waffle Stories,Yes,No,4.0,69,BTM,Dessert Parlor,"Waffles, Brownie Sundae","Desserts, Beverages",300,Delivery
Late Night,Yes,No,3.7,288,Kumaraswamy Layout,Quick Bites,"Panneer Butter Masala, Manchurian, Noodles, Tandoori Roti, Naan, Paratha, French Fries","North Indian, Chinese",500,Delivery
Kettle & Kegs,Yes,No,3.3,4,Bannerghatta Road,Delivery,NA,"Tea, Beverages",200,Delivery
Waffle Walle,Yes,No,4.3,676,Bannerghatta Road,Kiosk,"Liege Waffle, Vanilla Ice Cream, Chocolate Waffles, Chocolate Drink, Crunchy Waffles, Chocolate Icecreams, Belgian Waffles","Desserts, Belgian, Beverages",500,Delivery
Dakshin Cafe,Yes,No,4.1,140,JP Nagar,Quick Bites,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",South Indian,100,Delivery
Shake It Off,Yes,No,4.0,65,JP Nagar,Beverage Shop,"Thick Shakes, Maggi, Peri Peri Fries, Sandwich, Momos","Beverages, Fast Food",600,Delivery
Bombay Kulfi,Yes,No,3.7,41,JP Nagar,Dessert Parlor,NA,"Desserts, Ice Cream",150,Delivery
Chaat Central,Yes,No,3.3,4,Bannerghatta Road,Food Court,NA,"Street Food, North Indian",300,Delivery
Two Friends Cauldron,Yes,Yes,4.1,448,JP Nagar,Casual Dining,"Butter Beer, Pasta, Fries, Burgers, Exotic Veg Pizza, Potato Wedges, Veggie Pizza","Continental, Italian, American",700,Delivery
Bun Town,Yes,No,4.0,203,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Donut, Cup Cake","Cafe, Bakery",500,Delivery
Garden Fresh,Yes,No,3.9,50,BTM,Beverage Shop,NA,"Healthy Food, Juices",200,Delivery
Dhabeliwala,Yes,No,3.8,44,JP Nagar,Kiosk,NA,"Street Food, Beverages, Gujarati",250,Delivery
Rayaan's BBQ,Yes,No,3.3,6,BTM,Quick Bites,NA,"North Indian, BBQ",350,Delivery
Cafe Zuppa,Yes,No,0,0,JP Nagar,Cafe,NA,"Cafe, Pizza, Fast Food",450,Delivery
Chaat Junction,Yes,No,3.7,49,Bannerghatta Road,Quick Bites,NA,Street Food,200,Delivery
Asharfilal,Yes,No,3.5,10,Bannerghatta Road,Dessert Parlor,NA,Desserts,150,Delivery
Street Foods by Punjab Grill,Yes,No,3.6,19,Bannerghatta Road,Food Court,NA,"Street Food, North Indian, Beverages",800,Delivery
Tiwari's Ghee Paratha and Chats,Yes,No,3.2,6,JP Nagar,Quick Bites,NA,"North Indian, Street Food",200,Delivery
Spurthi Foods,Yes,No,3.7,71,BTM,"Takeaway, Delivery",NA,Andhra,300,Delivery
Melting Pot at Woodrose,Yes,No,3.7,19,JP Nagar,Quick Bites,NA,North Indian,800,Delivery
Pot Biryani,Yes,No,3.1,166,Bannerghatta Road,Quick Bites,Chicken Biryani,"North Indian, Chinese, Biryani, Seafood",600,NA
Thanco's Natural Ice Cream,Yes,No,3.6,27,BTM,Dessert Parlor,NA,"Ice Cream, Desserts",450,Delivery
Mango Tree- The Beer Garden,Yes,Yes,4.1,1320,JP Nagar,Casual Dining,"Dragon Chicken, Mutton Biryani, Mocktails, Dal Makhani, Rumali Roti, Butter Naan, Paneer Tikka","North Indian, Chinese, Continental","1,200",Delivery
Dessi Cuppa,Yes,No,3.4,4,BTM,"Quick Bites, Beverage Shop",NA,"Beverages, Fast Food",300,Delivery
Halli Mane MUDDE OOTA,Yes,No,3.5,14,JP Nagar,Quick Bites,NA,South Indian,300,Delivery
Eat & Joy Restaurant,Yes,No,3.0,7,JP Nagar,NA,NA,"Fast Food, Finger Food",300,Delivery
Wow Vada Pav,Yes,No,3.3,46,Bannerghatta Road,Quick Bites,NA,"Fast Food, Street Food",150,Delivery
The Jade Kitchen,Yes,No,4.0,116,JP Nagar,Casual Dining,"Manchow Soup, Noodles, Dragon Rolls, Honey Chilli Potatoes, Spring Roll","Chinese, Thai",400,Delivery
Krishna Vaibhava,Yes,No,3.5,40,BTM,Casual Dining,NA,"North Indian, South Indian",350,Delivery
Sandwichwallas,Yes,No,3.6,32,JP Nagar,Quick Bites,NA,Fast Food,200,Delivery
Drunken Monkey,Yes,No,4.4,288,Bannerghatta Road,"Beverage Shop, Quick Bites","Chicken Tikka Sandwich, Hot Chocolate Brownie, Red Velvet Shake, Chicken Sandwiches, French Fries, Cheese Sandwich, Irish Cream Coffee","Beverages, Fast Food",400,Delivery
Woodee Pizza,Yes,No,2.7,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,Delivery
Nandhanus Rasoi,Yes,No,3.4,9,Jayanagar,Quick Bites,NA,"Chinese, Rolls, North Indian",200,Delivery
Donne Biriyani Mane,Yes,No,3.2,6,Bannerghatta Road,Quick Bites,NA,Biryani,350,Delivery
Fish And Dish,Yes,No,3.6,22,JP Nagar,Quick Bites,NA,"Mangalorean, Chinese",350,Delivery
Miss Momo,Yes,No,3.2,12,BTM,Quick Bites,NA,"Tibetan, Momos",250,Delivery
Funky Punjab,Yes,No,3.9,124,BTM,Quick Bites,"Roti, Dal Makhani, Lassi, Panneer Butter Masala, Kulcha, Masala Papad, Butter Chicken","North Indian, Chinese",400,Delivery
Intalia,Yes,No,3.6,323,Bannerghatta Road,Food Court,"Pasta, Garlic Bread, Salads, Chicken Lasagne, Blueberry Cheesecake, Salad, Thin Crust Pizza","Pizza, Italian",800,Delivery
Chicken County Restaurant,Yes,No,3.5,10,Bannerghatta Road,Casual Dining,NA,"North Indian, Chinese, Fast Food",400,Delivery
Velvet Kitchen,Yes,No,3.5,15,Bannerghatta Road,Casual Dining,NA,"North Indian, Chinese",600,Delivery
Hotel Aradhana,Yes,No,3.7,51,Bannerghatta Road,Quick Bites,"Akki Rottis, Neer Dosa",North Indian,300,Delivery
The Chervil,Yes,No,4.2,229,JP Nagar,Casual Dining,"Peri Peri Chicken Wings, Mix Grill Sizzler, Fish, Murgh Ghee Roast, Biryani, Caramel Custard, Paneer Tikka Masala","North Indian, Continental","1,000",Delivery
Eatsomnia,Yes,No,0,0,JP Nagar,Delivery,NA,"North Indian, South Indian, Chinese, Continental",500,Delivery
Sri Rajasthani Foods,Yes,No,3.6,8,JP Nagar,Quick Bites,NA,"Rajasthani, North Indian",200,Delivery
New Royal Treat,Yes,No,2.8,102,Bannerghatta Road,Quick Bites,"Roti, Chicken Biryani","North Indian, Chinese",350,Delivery
I Cool,Yes,No,4.0,76,JP Nagar,Quick Bites,Shawarma,"Juices, Fast Food",150,Delivery
The Kitchen,Yes,No,0,0,JP Nagar,Casual Dining,NA,"North Indian, Andhra, Chinese",800,Delivery
Mahek Pizza,Yes,No,3.9,38,JP Nagar,Quick Bites,NA,Pizza,400,Delivery
Asha Sweets Centre,Yes,No,3.9,42,JP Nagar,Dessert Parlor,"Rabri, Panipuri, Badam Milk, Kachori, Moong Dal Halwa",Fast Food,250,Delivery
KC Das- Sweet World,Yes,No,3.3,5,JP Nagar,"Sweet Shop, Quick Bites",NA,"Mithai, Street Food",200,Delivery
Stoned Monkey,Yes,No,3.9,239,JP Nagar,Dessert Parlor,"Coffee, Waffles, Hot Chocolate Fudge, Cheesy Garlic Bread","Desserts, Ice Cream",500,Delivery
Panther Cafe,Yes,No,3.5,8,BTM,Beverage Shop,NA,Beverages,200,Delivery
Udupi Upachar,Yes,No,3.3,12,JP Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",300,Delivery
Lassi Ghar,Yes,No,0,0,Bannerghatta Road,Beverage Shop,NA,"Beverages, Ice Cream, Juices, Sandwich",150,Delivery
Authentic Aandhra,Yes,No,0,0,BTM,Delivery,NA,"Andhra, North Indian",300,Delivery
Juicy Momos,Yes,No,3.1,21,Bannerghatta Road,Food Court,NA,"Tibetan, Momos",250,Delivery
Roots n Fruits,Yes,No,3.6,13,JP Nagar,Beverage Shop,NA,"Beverages, Juices, Healthy Food",250,Delivery
Kaizen Wellness Kitchen,Yes,No,3.7,37,JP Nagar,Casual Dining,NA,"Asian, Continental, European",800,Delivery
Big Mishra Pedha,Yes,No,3.3,7,Bannerghatta Road,Sweet Shop,NA,"Mithai, Desserts, Fast Food",300,Delivery
Mad Over Donuts,Yes,No,3.1,17,Bannerghatta Road,Dessert Parlor,NA,"Bakery, Desserts, Beverages",450,Delivery
Kolkata Famous Kati Rolls,Yes,No,3.1,25,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Rolls",100,Delivery
Vinaya Cafe,Yes,No,3.7,55,JP Nagar,Quick Bites,"Coffee, Masala Dosa","South Indian, Street Food, Juices",200,Delivery
RBP Greens Garden,Yes,No,2.7,48,BTM,Casual Dining,NA,"North Indian, Chinese",700,Delivery
Dazu Momoz,Yes,No,3.1,8,Bannerghatta Road,Kiosk,NA,"Tibetan, Momos",200,Delivery
Desi Dhaba,Yes,No,3.3,13,BTM,Delivery,NA,"North Indian, Chinese",400,Delivery
World of Waffles,Yes,No,3.9,178,JP Nagar,Dessert Parlor,"Waffles, Nutella Pancakes, Nutella Waffle, Mexican Fries, Chocolate Overload, Chocolate Fondue, Ferrero Rocher",Desserts,400,Delivery
Pika's Kitchen,Yes,No,3.4,24,Bannerghatta Road,Casual Dining,NA,"Continental, Italian",800,Delivery
Lassi Cafe,Yes,No,3.4,16,Bannerghatta Road,Beverage Shop,NA,"Beverages, Ice Cream",150,Delivery
The London Shakes,Yes,No,0,0,BTM,Beverage Shop,NA,"Beverages, Fast Food, Italian",400,Delivery
New Mogul Empire,Yes,No,3.4,5,JP Nagar,Quick Bites,NA,"North Indian, Chinese",300,Delivery
Atithi Biryani Corner,Yes,No,3.3,4,JP Nagar,Quick Bites,NA,"Biryani, South Indian",200,Delivery
Oottupura Family Restaurant,Yes,No,3.4,224,Bannerghatta Road,Quick Bites,"Appam, Tea, Chicken Curry, Kadala Curry, Fish, Egg Curry, Idiyappam","Kerala, South Indian, Biryani",400,Delivery
Tisano Cafe,Yes,No,3.8,54,Bannerghatta Road,Cafe,NA,"Cafe, Fast Food, Chinese, Continental",500,Delivery
Yumme Veg,Yes,No,3.6,14,Bannerghatta Road,"Takeaway, Delivery",NA,"Fast Food, Street Food",200,Delivery
Shree Guru Raghavendra Chats Chintamani Special,Yes,No,3.6,26,Bannerghatta Road,Quick Bites,NA,"Street Food, Fast Food",200,Delivery
Vyanjan,Yes,No,3.9,199,BTM,Quick Bites,"Poha, Jalebi, Paratha, Bhindi Masala, Kachori, Puri Sabzi, Samosa","North Indian, Street Food",300,Delivery
Havmor,Yes,No,3.5,21,JP Nagar,Dessert Parlor,NA,"Ice Cream, Desserts",200,Delivery
Sri Sankara Cafe,Yes,No,3.6,26,BTM,Quick Bites,NA,South Indian,100,Delivery
Bhaijaan Barbeques,Yes,No,3.4,8,South Bangalore,Food Truck,NA,"Mughlai, Arabian, BBQ",200,Delivery
Sri Krishna Sagar,Yes,No,3.4,19,Kanakapura Road,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
Chatter Platter,Yes,No,3.5,28,BTM,Quick Bites,NA,"Street Food, North Indian",300,Delivery
Momo Time,Yes,No,0,0,Bannerghatta Road,Quick Bites,NA,"Momos, American",600,Delivery
Bikaneri Sweets,Yes,No,3.4,19,Bannerghatta Road,Sweet Shop,NA,"Mithai, Street Food",250,Delivery
Watson's,Yes,Yes,4.0,1010,JP Nagar,"Pub, Bar","Beer, Pizza, Veg Starter, Martini, Mojito, Cocktails, Crispy Corn","Finger Food, Chinese, Continental","1,300",Delivery
Sri Nandi Grand,Yes,No,3.4,6,BTM,Quick Bites,NA,"North Indian, South Indian",300,Delivery
Chicken Man,Yes,Yes,3.8,72,JP Nagar,Quick Bites,"Chicken Grill, Roast Chicken, Chicken Wings, Sweet Potato Mash, Pulled Chicken Burger, Sweet Potato Fries","Roast Chicken, Burger",400,Delivery
Only Sharjah,Yes,No,0,0,BTM,Beverage Shop,NA,Beverages,200,Delivery
Chef Baker's,Yes,No,3.6,23,Bannerghatta Road,"Bakery, Quick Bites",NA,Bakery,450,Delivery
Sree Ganesha Fruits & Juice,Yes,No,3.4,5,Bannerghatta Road,Beverage Shop,NA,Juices,100,Delivery
Goli Vada Pav No. 1,Yes,No,3.2,44,JP Nagar,Quick Bites,NA,Street Food,200,Delivery
Nandhana Palace,No,Yes,4.1,1000,Bannerghatta Road,"Casual Dining, Bar","Chicken Guntur, Hyderabadi Chicken Biryani, Andhra Meal, Mutton Biryani, Vegetable Biryani, Andhra Style Chilli Chicken, Mojito","Andhra, Biryani, North Indian, Chinese",800,Delivery
Happy Eats,Yes,No,0,0,JP Nagar,Delivery,NA,"North Indian, Continental",300,Delivery
Biryani Nights,Yes,No,3.6,19,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian, Chinese",400,Delivery
Thejas Bhavan,Yes,No,3.5,27,Bannerghatta Road,Quick Bites,NA,"North Indian, South Indian, Chinese",400,Delivery
Kababish Restaurant,Yes,No,3.6,15,BTM,NA,NA,"North Indian, Chinese, Arabian",700,Delivery
Graffitea,Yes,No,3.7,16,BTM,"Beverage Shop, Quick Bites",NA,"Beverages, Fast Food",200,Delivery
Gappe,Yes,No,3.8,32,Bannerghatta Road,Kiosk,NA,Street Food,200,Delivery
On The Nose,Yes,No,3.8,613,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600,Delivery
Juicy & Spicy,Yes,No,3.1,4,JP Nagar,"Quick Bites, Beverage Shop",NA,"Bakery, Fast Food",150,Delivery
Eat Repeat Express,Yes,No,3.2,20,JP Nagar,Casual Dining,NA,"North Indian, South Indian, Chinese, Biryani, Mexican",700,Delivery
TFI - The Fresh Ice Cream,Yes,No,3.2,41,Bannerghatta Road,Dessert Parlor,NA,"Ice Cream, Beverages",400,Delivery
Mirch Masala,Yes,No,3.4,6,JP Nagar,Quick Bites,NA,North Indian,500,Delivery
Just Chill,Yes,No,3.4,54,BTM,Beverage Shop,NA,Beverages,250,Delivery
BEIR,No,No,0,0,Bannerghatta Road,Casual Dining,NA,"Mexican, American",800,Delivery
Bengalooru Tiffany's,Yes,No,3.0,38,JP Nagar,Quick Bites,NA,"South Indian, North Indian, Chinese, Street Food",400,Delivery
Udupi Thaja Thindi,Yes,No,2.9,42,BTM,Quick Bites,"Masala Dosa, Vada, Filter Coffee","North Indian, South Indian, Chinese, Fast Food",250,Delivery
Baba Ka Dhaba,Yes,No,3.7,194,BTM,Quick Bites,"Paratha, Butter Naan, Thali, Tandoori Roti, Lassi",North Indian,400,Delivery
Hot Burg,Yes,No,3.5,51,Bannerghatta Road,Quick Bites,NA,"Fast Food, Juices",200,Delivery
Northern Bites,Yes,No,3.3,50,Bannerghatta Road,Casual Dining,NA,"North Indian, Chinese",400,Delivery
Hotel Smile,Yes,No,3.1,6,Jayanagar,Casual Dining,NA,"North Indian, Chinese",400,Delivery
Roll Wala,Yes,No,3.3,7,JP Nagar,"Takeaway, Delivery",NA,"Rolls, Juices",300,Delivery
Natural Ice Cream,No,No,4.3,423,Bannerghatta Road,Dessert Parlor,"Chocolate Almond, Tender Coconut Ice Cream, Choco Almond, Coffee Walnut, Custard Apple","Ice Cream, Desserts",150,Delivery
Biriyani Mane,Yes,No,3.7,158,Jayanagar,Casual Dining,"Roti, Vegetable Biryani, Chicken Biryani","Biryani, Chinese, North Indian",700,Delivery
F3 Food Fun Fiesta,Yes,No,3.3,31,Bannerghatta Road,"Takeaway, Delivery",NA,"Chinese, Fast Food, North Indian",500,Delivery
Churchill's,Yes,Yes,4.1,1403,JP Nagar,"Casual Dining, Pub","Cocktails, Pasta, Hara Bhara Kebab, Peppy Paneer, Paneer Pizza, Peri Peri Prawn, Fiery Paneer","North Indian, Continental","1,100",Delivery
Kulkarni's New Uttara Karnataka Food Speciality Stores,Yes,No,3.4,6,JP Nagar,Quick Bites,NA,South Indian,250,Delivery
The Hungers Zone,Yes,No,3.8,57,BTM,Quick Bites,NA,"Fast Food, Italian, Pizza",300,Delivery
Brew Point,Yes,No,3.6,10,JP Nagar,Cafe,NA,"Cafe, American, Burger, Sandwich, Fast Food",500,Delivery
The Chocolate Room,Yes,No,3.9,153,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400,Delivery
Aramane Restaurant,Yes,Yes,2.9,90,Bannerghatta Road,Casual Dining,Afghan Chicken,"North Indian, South Indian, Seafood, Biryani, Chinese",800,Delivery
Cookie Man,Yes,No,0,0,Bannerghatta Road,Dessert Parlor,NA,Bakery,150,Delivery
Hunger2Eat,Yes,No,3.8,27,BTM,Quick Bites,NA,"Biryani, Fast Food, North Indian",400,Delivery
BBQ Ride 46,Yes,No,3.4,7,South Bangalore,Food Truck,NA,BBQ,200,Delivery
Bawarchi Inn,Yes,No,3.1,140,BTM,Casual Dining,"Dum Biryani, Chicken Biryani, Rice, Roti, Mutton Biryani","North Indian, Biryani, Andhra, Chinese",600,NA
Ruh's Cafe,Yes,No,4.1,463,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500,Delivery
Eatery Have U Been,Yes,No,3.4,36,BTM,"Cafe, Quick Bites",NA,"Cafe, Chinese, Fast Food, Burger, North Indian",500,Delivery
Mojo Pizza - 2X Toppings,Yes,No,4.2,384,Bannerghatta Road,"Takeaway, Delivery","Chocolava Cake, Pepperoni Pizza, Veggie Pizza, Bbq Chicken, Paneer Tikka, Cheesy Garlic Bread, Cheese Burst Crust",Pizza,600,Delivery
Upahar Banashree,Yes,No,3.4,18,Bannerghatta Road,Quick Bites,NA,"South Indian, North Indian",400,Delivery
Petoo,Yes,No,0,0,BTM,Quick Bites,NA,"North Indian, Fast Food, Beverages",400,Delivery
Me And My Cake,Yes,No,3.1,8,JP Nagar,Takeaway,NA,"Bakery, Desserts",500,Delivery
Bhojon Tripti,Yes,No,2.9,24,Bannerghatta Road,Quick Bites,NA,"Bengali, North Indian",300,Delivery
New South Corner,Yes,No,3.7,20,BTM,Quick Bites,NA,"South Indian, North Indian, Chinese",300,Delivery
Khana Khazana,Yes,No,3.7,22,Bannerghatta Road,Delivery,NA,North Indian,400,Delivery
China Tang,Yes,No,3.7,41,BTM,"Takeaway, Delivery",NA,Chinese,600,Delivery
California Burrito,No,No,4.0,177,Bannerghatta Road,Quick Bites,"Rice Bowl, Nachos, Rice Bowls, Salad, California Burrito, Tacos, Salads","Mexican, Fast Food",400,Delivery
Hungry Haters,Yes,No,0,0,JP Nagar,Takeaway,NA,"Chinese, North Indian",300,Delivery
Tandoor Garden,Yes,No,3.6,70,BTM,Quick Bites,"Tandoori Chicken, Butter Naan, Kadai Paneer, Pepper Chicken","North Indian, Chinese, Kebab",350,Delivery
Caffe Pascucci,Yes,Yes,4.0,790,JP Nagar,Casual Dining,"Coffee, Cappuccino, Sandwiches, Salads, Asparagus Soup, Woodfire Pizza, Bruschettas","Continental, Italian, Beverages","1,300",Delivery
Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,NA,Ice Cream,300,Delivery
Meal Square,Yes,No,3.2,8,Bannerghatta Road,Delivery,NA,"North Indian, Chinese",600,Delivery
Chaitanya Cafe,Yes,No,3.9,92,JP Nagar,Quick Bites,"Coffee, Pav Bhaji, Masala Dosa, Vada Sambar","South Indian, North Indian, Fast Food",300,Delivery
Anand Sweets and Savouries,No,No,4.1,131,Bannerghatta Road,Sweet Shop,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer","Mithai, Street Food",400,Delivery
